time,to,ti,gas,hum,press,alt,accx,accy,accz,gyrox,gyroy,gyroz,magnx,magny,magnz,vbus,ibus,pbus,tc
2021-12-08 08:55:35,25.17,19601,13.08,832.83,1623.72,1.0,-0.07,9.85,0.02,-0.03,-0.01,0.45,20.55,1.65,5.04,570.7,2.86,53.0
2021-12-08 08:55:35,25.17,19601,13.08,832.83,1623.72,1.02,-0.1,9.8,0.02,-0.03,-0.0,0.75,19.65,2.55,4.97,760.3,3.42,53.5
Battery low (<3.00V or <20%)Battery low (<3.00V or <20%)
test
testtest
2021-12-08 13:09:44,24.12,25.07,40497,12.24,827.73,1673.63,1.24,0.0,9.8,0.02,-0.02,-0.0,11.4,10.05,-4.5,5.04,598.6,3.12,53.5
2021-12-08 13:09:44,24.12,25.07,40497,12.24,827.73,1673.63,1.21,0.01,9.79,0.02,-0.02,-0.0,11.4,11.1,-4.2,5.04,630.9,3.18,53.5
2021-12-08 13:09:45,24.12,25.23,9762,12.26,827.74,1673.55,1.21,0.01,9.8,0.02,-0.02,-0.0,12.0,9.45,-4.35,5.04,609.4,3.07,53.0
2021-12-08 13:09:45,24.1,25.23,9762,12.26,827.74,1673.55,1.3,-0.04,9.74,0.02,-0.02,-0.01,10.95,9.75,-3.9,5.02,656.8,3.26,54.0
2021-12-08 13:09:45,24.1,25.5,9736,12.29,827.75,1673.41,1.24,-0.01,9.79,0.02,-0.02,-0.01,11.25,10.5,-4.35,5.04,572.5,2.82,53.5
2021-12-08 13:09:45,24.1,25.5,9736,12.29,827.75,1673.41,1.17,-0.01,9.78,0.02,-0.02,-0.01,11.4,8.55,-5.7,5.02,669.6,3.3,53.5
2021-12-08 13:09:45,24.1,25.79,10387,12.31,827.76,1673.34,1.25,-0.02,9.77,0.01,-0.02,-0.0,11.1,10.35,-3.75,5.04,606.1,3.02,53.0
2021-12-08 13:09:45,24.1,25.79,10387,12.31,827.76,1673.34,1.19,-0.03,9.79,0.01,-0.02,-0.0,11.85,9.6,-4.95,5.03,660.8,3.32,54.0
